date,best,worst
2005-01,0.0002503915199486059,-0.09691426797769961
2005-02,0.042396382955193976,-0.06072471972671336
2005-03,-0.02716333585238316,-0.11331879597390068
2005-04,-0.049220943042309936,-0.09561181879544163
2005-05,0.04785019537244805,0.046997044532326976
2005-06,0.05431481865009116,0.012326349596260118
2005-07,0.0715747096308041,0.0798913186811842
2005-08,-0.011613213145174075,-0.019932760341325767
2005-09,0.0325566221907502,-0.006337435429450118
2005-10,-0.025830933099787207,-0.07193776294123379
2005-11,0.04119427410114438,0.026013624748156872
2005-12,0.012038291450480753,-0.007692307591787532
2006-01,0.07774101297138257,0.14002018922939896
2006-02,0.0019718323554843717,0.023543825037777428
2006-03,0.059656314819003436,0.0405729070387315
2006-04,0.03190905303286853,-0.03332316199404885
2006-05,-0.044758350642805436,-0.10736128891905534
2006-06,0.01054119959677337,-0.025082889454206444
2006-07,-0.009190669321687881,-0.07956523301312698
2006-08,0.008801173021493011,0.03439791198936291
2006-09,0.022067837342619884,-0.039005013516434685
2006-10,0.04288255437742917,0.08019294946047012
2006-11,0.025821490626840377,0.02578192218599725
2006-12,0.02477506243507377,0.0005725001536666206
2007-01,0.030288303823326715,0.05117835432494758
2007-02,-0.0034853316346743607,0.030505165066570052
2007-03,0.022116124412932536,-0.026392001132480795
2007-04,0.04874717227969084,0.04340613783686421
2007-05,0.03226830438929027,-0.019084354299120598
2007-06,-0.0016737393278890489,-0.007856733923108537
2007-07,-0.06458764587994663,-0.06624150904361156
2007-08,-0.04136005772949829,-0.0339390023193846
2007-09,0.005951206759054905,0.02768937433269457
2007-10,0.011777784397563662,0.031861761524342
2007-11,-0.057222332441597225,-0.11224587323027661
2007-12,0.004800109716015866,-0.05097011242993175
2008-01,-0.03990906437975353,-0.035581071287160725
2008-02,0.009170547575631648,0.009071171695832166
2008-03,-0.023829728526761747,-0.073043081369251
2008-04,0.014340751855561391,0.002960964224766942
2008-05,0.026702376133180224,0.03010596521380648
2008-06,-0.06766345235635525,-0.1166176474142412
2008-07,0.020936581942669362,-0.021498414535308253
2008-08,0.018443880450504355,0.013089584498666236
2008-09,-0.0759908619278576,-0.21243901670794
2008-10,-0.15768418873514745,-0.2178961580642499
2008-11,-0.13161783884985195,-0.1454696244280785
2008-12,0.019545338318566793,0.014635113539407035
2009-01,-0.06951383393316063,0.15092354092455934
2009-02,-0.12624914065527262,-0.15633652039745355
2009-03,0.04830155916279181,0.320269003524445
2009-04,0.14724310602818147,0.29735279510292456
2009-05,0.08103490720379339,0.29937727136071773
2009-06,0.020832175656105387,0.06588350920123048
2009-07,0.05579314617309136,0.0793000664455758
2009-08,0.05188986688997829,0.2763067625160329
2009-09,0.06998716986039652,0.17513093958298367
2009-10,-0.05884482390189076,-0.14003114080755039
2009-11,0.02508484346559271,-0.011477819462306794
2009-12,0.06794798674847696,0.04222720524616306
2010-01,0.0032664269298493358,0.06322637322358787
2010-02,0.0523526105849305,0.008429663645802069
2010-03,0.1010532965292077,0.05372070316516329
2010-04,0.08082019231311277,0.22379740247153676
2010-05,-0.08762400933599562,-0.14545990934704603
2010-06,-0.0947793192521203,-0.1608751516451593
2010-07,0.0651975087606115,0.06808065257966517
2010-08,-0.061622273877737804,-0.11826149500353493
2010-09,0.10486410615267229,0.11797365532605907
2010-10,0.04188037098356288,0.03374580206349492
2010-11,0.02314480518238269,-0.011580991375376467
2010-12,0.07256850510209913,0.12927504083607344
2011-01,0.03505396507899603,0.08466729042353109
2011-02,0.05886742383707313,-0.010203172359033482
2011-03,0.01202846155233487,0.02162277474264556
2011-04,0.014214652444934459,0.0024465642502764255
2011-05,-0.01115942617092514,-0.028276936825714066
2011-06,-0.015149139958084555,-0.05919203513636601
2011-07,-0.029442368716117908,-0.030803572615841393
2011-08,-0.07790260159337774,-0.16106906962813805
2011-09,-0.09034710205683946,-0.17302581939031367
2011-10,0.10654708845075217,0.14944378846019388
2011-11,0.0020308287181978768,-0.04093128717417129
2011-12,0.026543430518358935,-0.03076695469295372
2012-01,0.08167008749442171,0.21451913798286115
2012-02,0.03505039349722209,0.06181605129830132
2012-03,0.045999073971761374,0.02496369094587863
2012-04,0.002904211806890096,-0.007649944662116462
2012-05,-0.0513465669286961,-0.09058690692967501
2012-06,0.045693235039361735,0.016383012180449436
2012-07,-0.004658680164138784,0.009916254502459204
2012-08,0.024403687762933245,0.009668866698921195
2012-09,0.03268033610860582,0.06940474878956593
2012-10,0.010896315830177625,-0.051124223916558534
2012-11,0.00959011598868529,-0.007360949404537675
2012-12,0.026832385162124404,0.014559485297468198
2013-01,0.09977440007263792,0.10279716963123064
2013-02,0.018091321511310515,-0.016164364108117286
2013-03,0.03725125395780195,0.06869131795072463
2013-04,0.008329303410563234,0.004856240046865426
2013-05,0.04767782461567547,0.08135578561283183
2013-06,-0.0011459108456619998,-0.04670485609676688
2013-07,0.08329591074608285,0.1447477879875805
2013-08,-0.021244873448886193,-0.028140232915757214
2013-09,0.04497151870556988,0.08972386903711595
2013-10,0.04095717202697413,-0.02587740443152142
2013-11,0.046109669371185796,0.0773725740221562
2013-12,0.019958334155380716,0.04171147823159117
2014-01,-0.018135144926927735,0.09161691301153041
2014-02,0.04125347632652845,0.07602149145590373
2014-03,0.022183187571228537,-0.037898744136327864
2014-04,-0.01908064195195038,-0.09138618067197965
2014-05,0.02282166012155357,-0.022568284977533035
2014-06,0.032577089641135884,0.07149936417696152
2014-07,-0.02346515079516392,-0.06198512384289641
2014-08,0.0460989401527331,0.05893845510290703
2014-09,-0.04085725059267132,-0.10460390054679009
