,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,0,date,0.1,0.2,0.3,0
HOG,,,,,,2023-01-31,,,,14
HRB,,,,,,2023-01-31,,,,-3
HUBG,,,,,,2023-01-31,,,,7
HWKN,,,,,,2023-01-31,,,,15
HY,,,,,,2023-01-31,,,,-4
HZO,,,,,,2023-01-31,,,,20
IAC,,,,,,2023-01-31,,,,-2
IBCP,,,,,,2023-01-31,,,,28
IBOC,,,,,,2023-01-31,,,,13
IDA,,,,,,2023-01-31,,,,6
IHRT,,,,,,2023-01-31,,,,-19
IMKTA,,,,,,2023-01-31,,,,6
IMMR,,,,,,2023-01-31,,,,88
IMNM,,,,,,2023-01-31,,,,-29
INSM,,,,,,2023-01-31,,,,-7
IOVA,,,,,,2023-01-31,,,,-18
IRWD,,,,,,2023-01-31,,,,56
ISTR,,,,,,2023-01-31,,,,30
JXN,,,,,,2023-01-31,,,,14
JYNT,,,,,,2023-01-31,,,,-8
KALV,,,,,,2023-01-31,,,,-19
KBH,,,,,,2023-01-31,,,,16
KD,,,,,,2023-01-31,,,,-11
KNTE,,,,,,2023-01-31,,,,-19
KOD,,,,,,2023-01-31,,,,-18
KOP,,,,,,2023-01-31,,,,18
KVHI,,,,,,2023-01-31,,,,60
LAW,,,,,,2023-01-31,,,,-17
LBRT,,,,,,2023-01-31,,,,40
LMB,,,,,,2023-01-31,,,,51
LMST,,,,,,2023-01-31,,,,24
LOVE,,,,,,2023-01-31,,,,-5
LPRO,,,,,,2023-01-31,,,,-17
LPSN,,,,,,2023-01-31,,,,-11
LRN,,,,,,2023-01-31,,,,14
LUNG,,,,,,2023-01-31,,,,-16
LWLG,,,,,,2023-01-31,,,,-24
LYFT,,,,,,2023-01-31,,,,-9
MBWM,,,,,,2023-01-31,,,,18
MCBC,,,,,,2023-01-31,,,,57
MCRB,,,,,,2023-01-31,,,,-26
MDU,,,,,,2023-01-31,,,,20
MEC,,,,,,2023-01-31,,,,37
MERC,,,,,,2023-01-31,,,,49
MGNX,,,,,,2023-01-31,,,,-25
MGTX,,,,,,2023-01-31,,,,-17
MIRM,,,,,,2023-01-31,,,,-6
MLI,,,,,,2023-01-31,,,,10
MMS,,,,,,2023-01-31,,,,8
MNTV,,,,,,2023-01-31,,,,-19
MOFG,,,,,,2023-01-31,,,,20
MOV,,,,,,2023-01-31,,,,18
MPB,,,,,,2023-01-31,,,,20
MRBK,,,,,,2023-01-31,,,,19
MRNS,,,,,,2023-01-31,,,,-23
MRSN,,,,,,2023-01-31,,,,-22
MRTX,,,,,,2023-01-31,,,,-2
MTG,,,,,,2023-01-31,,,,45
MTH,,,,,,2023-01-31,,,,5
MUR,,,,,,2023-01-31,,,,14
NBTB,,,,,,2023-01-31,,,,16
NCLH,,,,,,2023-01-31,,,,-9
NEWR,,,,,,2023-01-31,,,,-2
NFG,,,,,,2023-01-31,,,,11
NG,,,,,,2023-01-31,,,,-23
NGM,,,,,,2023-01-31,,,,-30
NKSH,,,,,,2023-01-31,,,,15
NMIH,,,,,,2023-01-31,,,,27
NNI,,,,,,2023-01-31,,,,6
NOTV,,,,,,2023-01-31,,,,-22
NRIM,,,,,,2023-01-31,,,,11
NRIX,,,,,,2023-01-31,,,,-12
NSTG,,,,,,2023-01-31,,,,-14
NTLA,,,,,,2023-01-31,,,,-3
NTRA,,,,,,2023-01-31,,,,-3
NWFL,,,,,,2023-01-31,,,,18
NWPX,,,,,,2023-01-31,,,,17
NX,,,,,,2023-01-31,,,,24
NXST,,,,,,2023-01-31,,,,3
OCN,,,,,,2023-01-31,,,,18
ODP,,,,,,2023-01-31,,,,12
OLO,,,,,,2023-01-31,,,,-18
OLPX,,,,,,2023-01-31,,,,-23
OMCL,,,,,,2023-01-31,,,,-2
OMGA,,,,,,2023-01-31,,,,-19
OPBK,,,,,,2023-01-31,,,,55
OPRT,,,,,,2023-01-31,,,,-21
OPRX,,,,,,2023-01-31,,,,-8
ORC,,,,,,2023-01-31,,,,-12
ORCC,,,,,,2023-01-31,,,,48
OTTR,,,,,,2023-01-31,,,,10
PAGP,,,,,,2023-01-31,,,,49
PANL,,,,,,2023-01-31,,,,105
PATK,,,,,,2023-01-31,,,,8
PAY,,,,,,2023-01-31,,,,-17
PCVX,,,,,,2023-01-31,,,,-3
PDCE,,,,,,2023-01-31,,,,9
PEBO,,,,,,2023-01-31,,,,21
PEGA,,,,,,2023-01-31,,,,-3
PETQ,,,,,,2023-01-31,,,,-12
PFC,,,,,,2023-01-31,,,,25
PFSI,,,,,,2023-01-31,,,,9
PGC,,,,,,2023-01-31,,,,17
PINE,,,,,,2023-01-31,,,,30
PKBK,,,,,,2023-01-31,,,,30
PLAB,,,,,,2023-01-31,,,,35
PLBC,,,,,,2023-01-31,,,,15
PLPC,,,,,,2023-01-31,,,,7
PNM,,,,,,2023-01-31,,,,13
PRIM,,,,,,2023-01-31,,,,24
PRK,,,,,,2023-01-31,,,,5
PRLD,,,,,,2023-01-31,,,,-23
PRM,,,,,,2023-01-31,,,,89
PRVB,,,,,,2023-01-31,,,,-17
PSTX,,,,,,2023-01-31,,,,90
PTGX,,,,,,2023-01-31,,,,-11
PTON,,,,,,2023-01-31,,,,-11
PTVE,,,,,,2023-01-31,,,,57
PVBC,,,,,,2023-01-31,,,,-16
QCRH,,,,,,2023-01-31,,,,12
QTRX,,,,,,2023-01-31,,,,-10
QTWO,,,,,,2023-01-31,,,,-4
R,,,,,,2023-01-31,,,,6
RAIN,,,,,,2023-01-31,,,,-15
RARE,,,,,,2023-01-31,,,,-3
RDFN,,,,,,2023-01-31,,,,-20
RDN,,,,,,2023-01-31,,,,29
REFI,,,,,,2023-01-31,,,,40
REPX,,,,,,2023-01-31,,,,18
RETA,,,,,,2023-01-31,,,,-3
RFP,,,,,,2023-01-31,,,,29
RGP,,,,,,2023-01-31,,,,37
RNGR,,,,,,2023-01-31,,,,56
ROKU,,,,,,2023-01-31,,,,-2
ROOT,,,,,,2023-01-31,,,,-26
RRGB,,,,,,2023-01-31,,,,-16
RRR,,,,,,2023-01-31,,,,-3
RUN,,,,,,2023-01-31,,,,24
RVNC,,,,,,2023-01-31,,,,-4
RVSB,,,,,,2023-01-31,,,,85
RXRX,,,,,,2023-01-31,,,,-17
RYTM,,,,,,2023-01-31,,,,-5
S,,,,,,2023-01-31,,,,-10
SAH,,,,,,2023-01-31,,,,12
SBOW,,,,,,2023-01-31,,,,24
SCHL,,,,,,2023-01-31,,,,14
SCPH,,,,,,2023-01-31,,,,-25
SCWX,,,,,,2023-01-31,,,,-20
SEMR,,,,,,2023-01-31,,,,-15
SGFY,,,,,,2023-01-31,,,,-5
SHLS,,,,,,2023-01-31,,,,-5
SIBN,,,,,,2023-01-31,,,,-8
SILK,,,,,,2023-01-31,,,,-2
SLCA,,,,,,2023-01-31,,,,51
SLDB,,,,,,2023-01-31,,,,-19
SM,,,,,,2023-01-31,,,,19
SMG,,,,,,2023-01-31,,,,-2
SMMF,,,,,,2023-01-31,,,,24
SNDR,,,,,,2023-01-31,,,,24
SPFI,,,,,,2023-01-31,,,,23
SPR,,,,,,2023-01-31,,,,-4
SPWH,,,,,,2023-01-31,,,,67
SRCE,,,,,,2023-01-31,,,,12
SRRK,,,,,,2023-01-31,,,,-12
STBA,,,,,,2023-01-31,,,,17
STOK,,,,,,2023-01-31,,,,-15
STRL,,,,,,2023-01-31,,,,18
SWI,,,,,,2023-01-31,,,,-14
SWTX,,,,,,2023-01-31,,,,-4
SXC,,,,,,2023-01-31,,,,71
TBBK,,,,,,2023-01-31,,,,19
TCBK,,,,,,2023-01-31,,,,12
TCFC,,,,,,2023-01-31,,,,15
TCI,,,,,,2023-01-31,,,,13
TCPC,,,,,,2023-01-31,,,,47
TCX,,,,,,2023-01-31,,,,-4
TDOC,,,,,,2023-01-31,,,,-5
TELA,,,,,,2023-01-31,,,,-13
TEX,,,,,,2023-01-31,,,,12
TGNA,,,,,,2023-01-31,,,,32
TGTX,,,,,,2023-01-31,,,,-10
THFF,,,,,,2023-01-31,,,,14
THO,,,,,,2023-01-31,,,,6
TIPT,,,,,,2023-01-31,,,,41
TISI,,,,,,2023-01-31,,,,-21
TITN,,,,,,2023-01-31,,,,14
TMDX,,,,,,2023-01-31,,,,-2
TMHC,,,,,,2023-01-31,,,,18
TMP,,,,,,2023-01-31,,,,8
TNDM,,,,,,2023-01-31,,,,-3
TOL,,,,,,2023-01-31,,,,10
TPH,,,,,,2023-01-31,,,,29
TREE,,,,,,2023-01-31,,,,-3
TRST,,,,,,2023-01-31,,,,18
TSE,,,,,,2023-01-31,,,,-5
TTMI,,,,,,2023-01-31,,,,41
TUSK,,,,,,2023-01-31,,,,-22
TVTX,,,,,,2023-01-31,,,,-6
TWOU,,,,,,2023-01-31,,,,-17
TWST,,,,,,2023-01-31,,,,-5
UFI,,,,,,2023-01-31,,,,-17
UFPI,,,,,,2023-01-31,,,,6
UNFI,,,,,,2023-01-31,,,,15
UNTY,,,,,,2023-01-31,,,,23
UNVR,,,,,,2023-01-31,,,,18
UPLD,,,,,,2023-01-31,,,,-17
UPWK,,,,,,2023-01-31,,,,-11
UVE,,,,,,2023-01-31,,,,-12
VCTR,,,,,,2023-01-31,,,,21
VERI,,,,,,2023-01-31,,,,-18
VERV,,,,,,2023-01-31,,,,-6
VPG,,,,,,2023-01-31,,,,14
VRDN,,,,,,2023-01-31,,,,-4
VRNA,,,,,,2023-01-31,,,,-7
VSH,,,,,,2023-01-31,,,,27
VVI,,,,,,2023-01-31,,,,-5
WABC,,,,,,2023-01-31,,,,11
WEAV,,,,,,2023-01-31,,,,-29
WEYS,,,,,,2023-01-31,,,,22
WGO,,,,,,2023-01-31,,,,9
WIRE,,,,,,2023-01-31,,,,3
WK,,,,,,2023-01-31,,,,-1
WMC,,,,,,2023-01-31,,,,-13
WNC,,,,,,2023-01-31,,,,24
WNEB,,,,,,2023-01-31,,,,64
WRBY,,,,,,2023-01-31,,,,-9
WRLD,,,,,,2023-01-31,,,,-1
X,,,,,,2023-01-31,,,,22
XM,,,,,,2023-01-31,,,,-13
ZETA,,,,,,2023-01-31,,,,-17
ZLAB,,,,,,2023-01-31,,,,-3
ZNTL,,,,,,2023-01-31,,,,-6
ZUO,,,,,,2023-01-31,,,,-19
ZYME,,,,,,2023-01-31,,,,-15
