date,best,worst
2014-09,-0.06754616761056237,-0.09028517391590865
2014-10,0.010595172213797912,-0.035283071965095586
2014-11,-0.04601532806555042,-0.021759054127032863
2014-12,0.006471572545851812,0.02866627143259393
2015-01,-0.025368435708223825,-0.022695336750912235
2015-02,0.04581516806530997,0.1505759075505193
2015-03,0.008064184692339032,-0.07064852105802855
2015-04,-0.009719591393513825,0.10205850332600676
2015-05,0.008087033550509654,-0.02511332895024679
2015-06,-0.0020366056353668645,-0.04097341492888517
2015-07,-0.002018324804375883,-0.15066164621734057
2015-08,-0.02474328627875364,0.027280364831676715
2015-09,-0.0028978334811214372,-0.13936123714316634
2015-10,0.0495609049440827,0.06583524979883805
2015-11,0.03186828889127353,0.07130112264829223
2015-12,-0.027070731445566754,-0.12554360583191737
